Hakusana	Homonymia	Sanaluokka	Taivutustiedot
omaisuustili		substantiivi	
omaisuustulo		substantiivi	
omaisuusvahinko		substantiivi	
omaisuusvero		substantiivi	
omakehu		substantiivi	50
omakielinen		adjektiivi	
omakohtainen		adjektiivi	
omakohtaisesti		adverbi	99
omakohtaisuus		substantiivi	
omakotiâ€‘			
omakotialue		substantiivi	
omakotiasuja		substantiivi	
omakotiasukas		substantiivi	
omakotiasutus		substantiivi	
omakotirakentaja		substantiivi	
omakotirakentaminen		substantiivi	
omakotitalo		substantiivi	
omakotitaloalue		substantiivi	
omakotitontti		substantiivi	
omaksua		verbi	52
omakustanne		substantiivi	50
omakustannukset		substantiivi	50
omakustannushinta		substantiivi	
omakustannustoiminta		substantiivi	
omakustanteinen		adjektiivi	38
omakuva		substantiivi	51, 50
omakÃ¤tinen		adjektiivi	
omakÃ¤tisesti		adverbi	99
omalaatuinen		adjektiivi	
omalaatuisesti		adverbi	99
omalaatuisuus		substantiivi	
omalakinen		adjektiivi	38
omalakisesti		adverbi	99
omalakisuus		substantiivi	40
omaleimainen		adjektiivi	
omaleimaisuus		substantiivi	40
omalÃ¤Ã¤kitys		substantiivi	
omalÃ¤Ã¤kÃ¤ri		substantiivi	50
omanarvontunto		substantiivi	
omanarvontuntoinen		adjektiivi	
omankielinen		adjektiivi	
omankÃ¤denoikeus		substantiivi	
omanlainen		adjektiivi	38
omannÃ¤kÃ¶inen		adjektiivi	
omantunnonarka		adjektiivi	
omantunnonarkuus		substantiivi	
omantunnonasia		substantiivi	
omantunnonkysymys		substantiivi	
omantunnonsyy		substantiivi	
omantunnontuska		substantiivi	
omantunnonvaiva		substantiivi	
omantunnonvapaus		substantiivi	
omanvoitonpyynti		substantiivi	
omanvoitonpyyntÃ¶		substantiivi	
omapaino		substantiivi	50
omaperÃ¤inen		adjektiivi	
omaperÃ¤isesti		adverbi	99
omaperÃ¤isyys		substantiivi	
omapohjainen		adjektiivi	
omapohjaisuus		substantiivi	
omapÃ¤inen		adjektiivi	
omapÃ¤isesti		adverbi	99
omapÃ¤isyys		substantiivi	40
omarahoitteinen		adjektiivi	
omarahoitus		substantiivi	50
omarahoitusosuus		substantiivi	
omarantainen		adjektiivi	
omata		verbi	73
omatahtoinen		adjektiivi	
omatekoinen		adjektiivi	
omatoimikirjasto		substantiivi	
omatoimimatka		substantiivi	
omatoimimatkaaja		substantiivi	
omatoimimatkailija		substantiivi	
omatoiminen		adjektiivi	
omatoimisesti		adverbi	99
omatoimisuus		substantiivi	40
omatunto		substantiivi	51
omatuotanto		substantiivi	50
omatuotantoinen		adjektiivi	
omavalintainen		adjektiivi	
omavaloinen		adjektiivi	38
omavaltainen		adjektiivi	
omavaltaisesti		adverbi	99
omavaltaisuus		substantiivi	
omavalvonta		substantiivi	50
omavarainen		adjektiivi	
omavaraistaa		verbi	53
omavaraistalous		substantiivi	
omavaraistua		verbi	52
omavaraisuus		substantiivi	
omavastuinen		adjektiivi	
omavastuisesti		adverbi	99
omavastuu		substantiivi	50
omavastuuaika		substantiivi	9*D
omavastuuosuus		substantiivi	
omavastuupÃ¤ivÃ¤		substantiivi	
omavelkainen		adjektiivi	
omavoimaistaa		verbi	53
omavoimaistua		verbi	52
omaÃ¤Ã¤ninen		adjektiivi	
omaÃ¤Ã¤nisyys		substantiivi	
omega		substantiivi	13
omeletti		substantiivi	5*C
omena		substantiivi	11
omenahappo		substantiivi	
omenahillo		substantiivi	
omenahyve		substantiivi	
omenakaira		substantiivi	9
omenakakku		substantiivi	
omenakirva		substantiivi	
omenakÃ¤Ã¤riÃ¤inen		substantiivi	
omenalajike		substantiivi	
omenaleivos		substantiivi	
omenalihavuus		substantiivi	
omenalohko		substantiivi	
omenamehu		substantiivi	
omenankara		substantiivi	
omenankukka		substantiivi	
omenanlohko		substantiivi	
omenanraakile		substantiivi	
omenansiemen		substantiivi	
omenanvihreÃ¤		adjektiivi	
omenanviipale		substantiivi	
omenanviljely		substantiivi	
omenapiirakka		substantiivi	
omenapora		substantiivi	
omenapuu		substantiivi	
omenapÃ¤Ã¤rynÃ¤		substantiivi	
omena-riisipuuro		substantiivi	
omenarupi		substantiivi	
omenasato		substantiivi	
omenasiideri		substantiivi	
omenasose		substantiivi	
omenatarha		substantiivi	
omenatarhuri		substantiivi	
omenatorttu		substantiivi	
omenatyyppinen		adjektiivi	
omenavaras		substantiivi	
omenavarkaisiin		adverbi	
omenavarkaissa		adverbi	
omenavarkaista		adverbi	
omenavartalo		substantiivi	
omenaviina		substantiivi	
omenaviini		substantiivi	5
omenaviipale		substantiivi	
omertÃ 		substantiivi	13
ometta		substantiivi	14*C
omia		verbi	61
omiaan		adverbi	99
omiansa		adverbi	99
omillaan		adverbi	99
omilleen		adverbi	99
ominainen		adjektiivi	38
ominaisesti		adverbi	99
ominaishaju		substantiivi	
ominaiskÃ¤yrÃ¤		substantiivi	
ominaislaatu		substantiivi	
ominaislÃ¤mpÃ¶		substantiivi	
ominaispaino		substantiivi	
ominaispiirre		substantiivi	
ominaisteho		substantiivi	
ominaistuoksu		substantiivi	
ominaisuudennimi		substantiivi	
ominaisuus		substantiivi	40
ominaisvastus		substantiivi	
ominaisvÃ¤ri		substantiivi	
omintakeinen		adjektiivi	38
omintakeisesti		adverbi	99
omintakeisuus		substantiivi	40
omistaa		verbi	53
omistaja		substantiivi	10
omistajajohtaja		substantiivi	
omistajanvaihdos		substantiivi	
omistajaohjaus		substantiivi	
omistautua		verbi	52*F
omiste		substantiivi	48
â€‘omisteinen		adjektiivi	38
omistuksellinen		adjektiivi	38
omistus		substantiivi	39
omistusasuminen		substantiivi	38
omistusasunto		substantiivi	
omistushalu		substantiivi	
omistushaluinen		adjektiivi	
omistushaluisesti		adverbi	99
omistusjÃ¤rjestely		substantiivi	
omistuskirjoitus		substantiivi	
omistusliite		substantiivi	
omistusliitteellinen		adjektiivi	38
omistusliitteetÃ¶n		adjektiivi	34*C
omistusliitteinen		adjektiivi	38
omistusmuoto		substantiivi	
omistusoikeus		substantiivi	
omistuspohja		substantiivi	
omistussuhde		substantiivi	
omistustontti		substantiivi	
omituinen		adjektiivi	38
omituisesti		adverbi	99
omituisuus		substantiivi	40
ommel		substantiivi	49*H
ommelkangas		substantiivi	41*G
ommella		verbi	67*H
omnipotenssi		substantiivi	5
ompele		substantiivi	49
â€‘ompeleinen		adjektiivi	38
ompelija		substantiivi	12
ompelimo		substantiivi	2
ompelu		substantiivi	2
ompelukehys		substantiivi	
ompelukone		substantiivi	
ompelukoneÃ¶ljy		substantiivi	
ompelukori		substantiivi	
ompelulanka		substantiivi	
ompelurasia		substantiivi	
ompelus		substantiivi	39
ompeluseura		substantiivi	
ompelusilkki		substantiivi	
ompelutarvikkeet		substantiivi	
ompeluttaa		verbi	53*C
ompelutyÃ¶		substantiivi	
omppu		substantiivi	1*B
onania		substantiivi	12
onanoida		verbi	62
on-demand-painatus		substantiivi	
ongelma		substantiivi	10
ongelmaiho		substantiivi	
ongelmainen		adjektiivi, substantiivi	38
ongelmajÃ¤te		substantiivi	
ongelmajÃ¤teauto		substantiivi	
ongelmajÃ¤telaitos		substantiivi	
ongelmakimppu		substantiivi	
ongelmakÃ¤yttÃ¤jÃ¤		substantiivi	
ongelmakÃ¤yttÃ¶		substantiivi	
ongelmalapsi		substantiivi	
ongelmallinen		adjektiivi	38
ongelmallisesti		adverbi	99
ongelmallisuus		substantiivi	40
ongelmaluotto		substantiivi	
ongelmalÃ¤htÃ¶inen		adjektiivi	
ongelmalÃ¤htÃ¶isesti		adverbi	99
ongelmalÃ¤htÃ¶isyys		substantiivi	
ongelmanasettelu		substantiivi	
ongelmanuori		substantiivi	
ongelmapelaaja		substantiivi	
ongelmapelaaminen		substantiivi	38
ongelmapeluri		substantiivi	
ongelmasyÃ¶jÃ¤		substantiivi	
ongelmatiikka		substantiivi	9*A
ongelmaton		adjektiivi	34*C
ongelmavyyhti		substantiivi	
ongelmisto		substantiivi	1
ongenkoho		substantiivi	
ongenkoukku		substantiivi	
ongenvapa		substantiivi	
onginta		substantiivi	9*J
onkalo		substantiivi	2
onki		substantiivi	7*G
onkia		verbi	61*G
onkija		substantiivi	12
onkiliero		substantiivi	
onkimato		substantiivi	
onkimies		substantiivi	
onkivapa		substantiivi	
onkogeeni		substantiivi	
onkogeeninen		adjektiivi	38
onkogeenisuus		substantiivi	40
onkogeenisyys		substantiivi	40
onkologi		substantiivi	5
onkologia		substantiivi	12
onkologinen		adjektiivi	38
onlineâ€‘			
onlinejÃ¤rjestelmÃ¤		substantiivi	
onnahdella		verbi	67*F
onnahdus		substantiivi	39
onnahtaa		verbi	53*F
onnahtelu		substantiivi	2
onnekas		adjektiivi	41*A
onnekkaasti		adverbi	99
onnekkuus		substantiivi	40
onneksi		adverbi	99
onnela		substantiivi	12
onnellinen		adjektiivi	38
onnellisesti		adverbi	99
onnellistaa		verbi	53
onnellistuttaa		verbi	53*C
onnellisuus		substantiivi	40
onnellisuuspilleri		substantiivi	
onnenaika		substantiivi	9*D
onnenapila		substantiivi	
onnenhetki		substantiivi	
onnenkalu		substantiivi	
onnenkantamoinen		substantiivi	38
onnenkauppa		substantiivi	
onnenkÃ¤py		substantiivi	
onnenluku		substantiivi	
onnenmaa		substantiivi	
onnenmyyrÃ¤		substantiivi	
onnennumero		substantiivi	
onnenonkija		substantiivi	
onnenpekka		substantiivi	
onnenpeli		substantiivi	
onnenpensas		substantiivi	
onnenpilleri		substantiivi	
onnenpoika		substantiivi	
onnenpotkaus		substantiivi	39
onnenpotku		substantiivi	1
onnenpyÃ¶rÃ¤		substantiivi	
onnenpÃ¤ivÃ¤		substantiivi	
onnentoivottaja		substantiivi	10
onnentoivotus		substantiivi	
onnentunne		substantiivi	
onnestaa		verbi	53
onnetar		substantiivi	32*C
onneton		adjektiivi	34*C
onnettomasti		adverbi	99
onnettomuus		substantiivi	40
onnettomuusalue		substantiivi	
onnettomuusauto		substantiivi	
onnettomuushetki		substantiivi	
onnettomuuspaikka		substantiivi	
onnettomuustapaus		substantiivi	
onni		substantiivi	7
onnikka		substantiivi	14*A
â€‘onninen		adjektiivi	38
onnistaa		verbi	53
onnistua		verbi	52
onnistuneesti		adverbi	99
onnistuneisuus		substantiivi	40
onnistunut		adjektiivi	47
onnitella		verbi	67*C
onnittelija		substantiivi	12
onnittelu		substantiivi	2
onnittelukortti		substantiivi	
onnittelukÃ¤ynti		substantiivi	
onnittelusÃ¤hke		substantiivi	
onomasiologia		substantiivi	12
onomastiikka		substantiivi	9*A
onomatopoeettinen		adjektiivi	38
onomatopoieettinen		adjektiivi	38
ontelo		substantiivi	2
onteloammus		substantiivi	
onteloelÃ¤in		substantiivi	
onteloida		verbi	62
onteloinen		adjektiivi	38
onteloitua		verbi	52*F
ontelokangas		substantiivi	41*G
ontelokranaatti		substantiivi	
ontelolaatta		substantiivi	
ontelosyylÃ¤		substantiivi	
ontologia		substantiivi	12
ontologinen		adjektiivi	38
ontosti		adverbi	99
ontto		adjektiivi	1*C
onttolaskimo		substantiivi	
onttosarvinen		adjektiivi, substantiivi	
onttous		substantiivi	40
ontua		verbi	52*J
onyksi		substantiivi	5
oodi		substantiivi	5
ookoo		adverbi	99
oomega		substantiivi	13
oopiumi		substantiivi	5
oopiumialkaloidi		substantiivi	
oopiumihumala		substantiivi	
oopiumiluola		substantiivi	
oopiuminpolttaja		substantiivi	
oopiumipiippu		substantiivi	
oopiumiunikko		substantiivi	
ooppera		substantiivi	12
ooppera-aaria		substantiivi	
ooppera-alkusoitto		substantiivi	
oopperafestivaalit		substantiivi	
oopperajuhlat		substantiivi	
oopperakapellimestari		substantiivi	
oopperakirjallisuus		substantiivi	
oopperakuoro		substantiivi	
oopperalaulaja		substantiivi	
oopperalaulajatar		substantiivi	
oopperamusiikki		substantiivi	
oopperanÃ¤ytÃ¤ntÃ¶		substantiivi	
oopperaorkesteri		substantiivi	
oopperasÃ¤vellys		substantiivi	
oopperasÃ¤veltÃ¤jÃ¤		substantiivi	
oopperataide		substantiivi	
oopperatalo		substantiivi	
oopperavoileipÃ¤		substantiivi	
ootrata		verbi	73
ootraus		substantiivi	39
opaakki		adjektiivi	5*A
opaali		substantiivi	6
opaalilasi		substantiivi	
opalisoida		verbi	62
opas		substantiivi	41*B
opaskartta		substantiivi	
opaskirja		substantiivi	
opaskirjanen		substantiivi	
opaskoira		substantiivi	
opaslaji		substantiivi	
opastaa		verbi	53
opastaja		substantiivi	10
opaste		substantiivi	48
opastin		substantiivi	33
opastus		substantiivi	39
opastuskeskus		substantiivi	
opastusmerkki		substantiivi	
opasvahti		substantiivi	
opasvartija		substantiivi	
opasvihko		substantiivi	
opasvihkonen		substantiivi	
ope		substantiivi	8
open house		substantiivi	8
open house â€‘kutsut		substantiivi	
operaatio		substantiivi	3
operaatioanalyysi		substantiivi	
operaattori		substantiivi	6
operaattoritunnus		substantiivi	
operatiivinen		adjektiivi	38
operatiivisesti		adverbi	99
operationaalinen		adjektiivi	38
operatÃ¶Ã¶ri		substantiivi	5
operetti		substantiivi	5*C
operettimusiikki		substantiivi	
operettisÃ¤veltÃ¤jÃ¤		substantiivi	
operoida		verbi	62
operoija		substantiivi	10
operointi		substantiivi	5*J
opetella		verbi	67*C
opettaa		verbi	53*C
opettaja		substantiivi	10
â€‘opettajainen		adjektiivi	38
opettajainhuone		substantiivi	
opettajakorkeakoulu		substantiivi	
opettajakoulutus		substantiivi	
opettajakunta		substantiivi	
opettajanhuone		substantiivi	
opettajankoroke		substantiivi	
opettajankoulutus		substantiivi	
opettajankoulutuslaitos		substantiivi	
opettajanpÃ¶ytÃ¤		substantiivi	
opettajantoimi		substantiivi	
opettajanvirka		substantiivi	
opettajatar		substantiivi	32*C
opettajisto		substantiivi	1
opettava		adjektiivi	10
opettavainen		adjektiivi	38
opettavaisesti		adverbi	99
opettavaisuus		substantiivi	40
opettavasti		adverbi	99
opettavuus		substantiivi	40
opettelu		substantiivi	2
opetuksellinen		adjektiivi	38
opetus		substantiivi	39
opetusaine		substantiivi	
opetusaineisto		substantiivi	
opetusala		substantiivi	
opetuselokuva		substantiivi	
opetusfilmi		substantiivi	
opetusharjoittelija		substantiivi	
opetusharjoittelu		substantiivi	
opetusjakso		substantiivi	
opetusâ€‘ ja kulttuuriministeriÃ¶		substantiivi	
opetuskeittiÃ¶		substantiivi	
opetuskieli		substantiivi	
opetuslapsi		substantiivi	
opetuslupa		substantiivi	
opetusmateriaali		substantiivi	
opetusmenetelmÃ¤		substantiivi	
opetusmetodi		substantiivi	
opetusministeri		substantiivi	
opetusministeriÃ¶		substantiivi	
opetusmoniste		substantiivi	
opetusneuvos		substantiivi	
opetusnÃ¤yte		substantiivi	
opetusohjelma		substantiivi	
opetusopillinen		adjektiivi	
opetusoppi		substantiivi	
opetuspaketti		substantiivi	
opetusrunous		substantiivi	
opetusryhmÃ¤		substantiivi	
opetussairaala		substantiivi	
opetussuunnitelma		substantiivi	
opetustila		substantiivi	
opetustoimi		substantiivi	
opetustoiminta		substantiivi	
opetustunti		substantiivi	
opetustuokio		substantiivi	
opetustyÃ¶		substantiivi	
opetusvelvollisuus		substantiivi	
opetusvideo		substantiivi	
opetusvÃ¤line		substantiivi	
opetusvÃ¤lineistÃ¶		substantiivi	
opiaatti		substantiivi	5*C
opillinen		adjektiivi	38
opillisesti		adverbi	99
opinahjo		substantiivi	
opinala		substantiivi	
opinhalu		substantiivi	
opinhaluinen		adjektiivi	
opinkappale		substantiivi	
opinkÃ¤sitys		substantiivi	
opinnot		substantiivi	1*J
opinnÃ¤yte		substantiivi	
opintie		substantiivi	
opintoapuraha		substantiivi	
opintojakso		substantiivi	
opintokerho		substantiivi	
opintokerholainen		substantiivi	
opintokirja		substantiivi	
opintolaina		substantiivi	
opintolinja		substantiivi	
opintomatka		substantiivi	
opinto-ohjaaja		substantiivi	
opinto-ohjelma		substantiivi	
opinto-opas		substantiivi	
opintopiiri		substantiivi	
opintopiste		substantiivi	
opintopolku		substantiivi	
opintoraha		substantiivi	
opintosihteeri		substantiivi	
opintosuoritus		substantiivi	
opintosuunnitelma		substantiivi	
opintosuunta		substantiivi	
opintotuki		substantiivi	
opintovapaa		substantiivi	
opintovelka		substantiivi	
opintoviikko		substantiivi	
opioidi		substantiivi	5
opiskelija		substantiivi	12
opiskelija-alennus		substantiivi	
opiskelija-asunto		substantiivi	
opiskelija-asuntola		substantiivi	
opiskelijaboksi		substantiivi	5
opiskelijahaalari		substantiivi	
opiskelijahuolto		substantiivi	
opiskelijakortti		substantiivi	
opiskelijapaikka		substantiivi	
opiskelijatapahtuma		substantiivi	
opiskelijavaihto		substantiivi	
opiskelijayhdistys		substantiivi	
opiskella		verbi	67
opiskelu		substantiivi	2
opiskeluaika		substantiivi	9*D
opiskeluhuolto		substantiivi	
opiskelukaveri		substantiivi	
opiskeluoikeus		substantiivi	
opiskelupaikka		substantiivi	
opiskelupaikkakunta		substantiivi	
opiskeluterveydenhuolto		substantiivi	
opiskelutoveri		substantiivi	
opiskelutoverukset		substantiivi	
opiskeluvuosi		substantiivi	
opisto		substantiivi	2
opistoaste		substantiivi	
opistoasteinen		adjektiivi	
opistoinsinÃ¶Ã¶ri		substantiivi	
opistolainen		substantiivi	38
opistoupseeri		substantiivi	
opo		substantiivi	1
opossumi		substantiivi	5
oppi		substantiivi	5*B
oppia		verbi	61*B
oppiaika		substantiivi	9*D
oppiaine		substantiivi	
oppiarvo		substantiivi	
oppihistoria		substantiivi	
oppi-isÃ¤		substantiivi	
oppija		substantiivi	12
oppijakso		substantiivi	
oppijÃ¤rjestelmÃ¤		substantiivi	
oppikirja		substantiivi	
oppikirjailija		substantiivi	
oppikoulu		substantiivi	
oppikoululainen		substantiivi	
oppikurssi		substantiivi	
oppilaanohjaaja		substantiivi	
oppilaanohjaus		substantiivi	
oppilaantuntemus		substantiivi	
oppilaitos		substantiivi	
oppilas		substantiivi	41
oppilasaines		substantiivi	
oppilasarvostelu		substantiivi	
oppilasasuntola		substantiivi	
oppilashuolto		substantiivi	
oppilaskirjasto		substantiivi	
oppilaskoti		substantiivi	
oppilaskunta		substantiivi	
oppilasmatrikkeli		substantiivi	
oppilasmÃ¤Ã¤rÃ¤		substantiivi	
oppilasnÃ¤yte		substantiivi	
oppilastyÃ¶		substantiivi	
oppilasvaihto		substantiivi	
oppilasvalinta		substantiivi	
oppilause		substantiivi	
oppimateriaali		substantiivi	
oppimaton		adjektiivi, substantiivi	34*C
oppimestari		substantiivi	
oppimiskeskus		substantiivi	
oppimiskyky		substantiivi	
oppimiskykyinen		adjektiivi	
oppimispeli		substantiivi	
oppimispolku		substantiivi	
oppimisvaikeus		substantiivi	
oppimisympÃ¤ristÃ¶		substantiivi	
oppimÃ¤Ã¤rÃ¤		substantiivi	
oppineesti		adverbi	99
oppineisto		substantiivi	1
oppineisuus		substantiivi	40
oppineittenkukka		substantiivi	
â€‘oppinen		adjektiivi, substantiivi	38
oppinut		adjektiivi, substantiivi	47
oppipoika		substantiivi	
oppirahat		substantiivi	
oppirakennelma		substantiivi	
oppiriita		substantiivi	
oppisopimus		substantiivi	
oppisopimusaika		substantiivi	9*D
oppisopimuskoulutus		substantiivi	
oppisopimussuhde		substantiivi	
oppisuunta		substantiivi	
â€‘oppisuus		substantiivi	40
oppitekoinen		adjektiivi	
oppitodistus		substantiivi	
oppitunti		substantiivi	
oppituoli		substantiivi	
oppivainen		adjektiivi	38
oppivelvollinen		adjektiivi, substantiivi	
oppivelvollisuus		substantiivi	
oppivelvollisuusikÃ¤		substantiivi	
oppivelvollisuuskoulu		substantiivi	
oppivuosi		substantiivi	
opponentti		substantiivi	5*C
opponoida		verbi	62
opponointi		substantiivi	5*J
opportunismi		substantiivi	5
opportunisti		substantiivi	5
opportunistinen		adjektiivi	38
oppositio		substantiivi	3
oppositioasenne		substantiivi	
oppositiojohtaja		substantiivi	
oppositiopolitiikka		substantiivi	
oppositiopuolue		substantiivi	
oppositioryhmÃ¤		substantiivi	
op-taide		substantiivi	
optiikka		substantiivi	14*A
optikko		substantiivi	4*A
optikkoliike		substantiivi	
optimaalinen		adjektiivi	38
optimi		substantiivi	5
optimiarvo		substantiivi	
optimilÃ¤mpÃ¶tila		substantiivi	
optimismi		substantiivi	5
optimisti		substantiivi	5
optimistijolla		substantiivi	
optimistinen		adjektiivi	38
optimistisesti		adverbi	99
optimistisuus		substantiivi	40
optimoida		verbi	62
optimointi		substantiivi	5*J
optinen		adjektiivi	38
optio		substantiivi	3
optiokauppa		substantiivi	
optiolaina		substantiivi	
optiomarkkinat		substantiivi	
optio-oikeus		substantiivi	
optiopÃ¶rssi		substantiivi	
optiotodistus		substantiivi	
optiotulo		substantiivi	
optisesti		adverbi	99
optoelektroniikka		substantiivi	
optoelektroninen		adjektiivi	
optometri		substantiivi	5
optometria		substantiivi	12
optometristi		substantiivi	5
opuntia		substantiivi	12
opus		substantiivi	39
ora		substantiivi	10
oraakkeli		substantiivi	6
oraakkelimainen		adjektiivi	38
oraakkelimaisesti		adverbi	99
oraalinen		adjektiivi	38
oraalineste		substantiivi	
oraaliseksi		substantiivi	
oraalivaihe		substantiivi	
orakas		substantiivi	41*A
oralehti		substantiivi	
orangutangi		substantiivi	5
oranki		substantiivi	5*G
oranssi		adjektiivi, substantiivi	5
oranssinen		adjektiivi	38
oranssinkeltainen		adjektiivi	
oranssinpunainen		adjektiivi	
oranssinvÃ¤rinen		adjektiivi	
orapaatsama		substantiivi	
orapihlaja		substantiivi	
orapihlaja-aita		substantiivi	
oras		substantiivi	41
oraspelto		substantiivi	
orastaa		verbi	53
orastua		verbi	52
orastus		substantiivi	39
orasyÃ¶kkÃ¶nen		substantiivi	
oratorio		substantiivi	3
orava		substantiivi	10
oravanmarja		substantiivi	
oravannahka		substantiivi	
oravannahkainen		adjektiivi	
oravanpesÃ¤		substantiivi	
oravanpoika		substantiivi	
oravanpoikanen		substantiivi	
oravanpyÃ¶rÃ¤		substantiivi	
ordinaaliluku		substantiivi	
ordinaalilukusana		substantiivi	
ordinaatta		substantiivi	9*C
ordoviikki		substantiivi	5*A
ordoviikkikausi		substantiivi	
ordoviikkinen		adjektiivi	38
oregano		substantiivi	1
orgaani		substantiivi	5
orgaaninen		adjektiivi	38
orgaanisesti		adverbi	99
organdi		substantiivi	5
organisaatio		substantiivi	3
organisaatioilmasto		substantiivi	
organisaatiokaavio		substantiivi	
organisaatiopsykologia		substantiivi	
organisaatioviestintÃ¤		substantiivi	
organisaattori		substantiivi	6
organisatorinen		adjektiivi	38
organismi		substantiivi	5
organisoida		verbi	62
organisoija		substantiivi	10
organisointi		substantiivi	5*J
organisointikyky		substantiivi	
organisointikykyinen		adjektiivi	
organisoitua		verbi	52*F
organogeeninen		adjektiivi	38
orgasmi		substantiivi	5
orgastinen		adjektiivi	38
orgiat		substantiivi	12
orhi		substantiivi	5
ori		substantiivi	48, 5
oribletti		substantiivi	5*C
orientaalinen		adjektiivi	38
orientaatio		substantiivi	3
orientalisti		substantiivi	5
orientalistiikka		substantiivi	9*A
orientoida		verbi	62
orientointi		substantiivi	5*J
